,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
MB-0513,-0.5585006,-0.7262726,-0.5691869,2.1064892,0.052802444,-0.48361203,-0.5703861,-0.55815756,-0.8287443,0.39399374,-0.518791,-0.51565665,-0.70214677,-0.47442123,-0.67244315,0.12944716,-0.5882962,-0.37950853,-0.6030388,-0.80296034,-0.763803,1.1387184,1.8196988,1.8402681,-0.2646996,-0.580621,-0.3645919,-0.5133693,-0.4886482,1.40878,2.2818568,-0.27169883,-0.78077316,-0.7018208,-0.6076721,0.88677335,-0.33682784,-0.3949252,0.3883958,-0.81893384,-0.30086452,1.1097376,2.3718088,-0.34519082,0.7508259,0.15215886,0.5903876,-0.7523954,-0.60825086,-0.52430356
MB-0541,-0.5585006,-0.7262726,-0.5691869,2.475593,1.446309,-0.49485293,0.15987945,-0.55815756,-0.8287443,0.39671624,-0.518791,-0.51565665,-0.70214677,-0.4877696,-0.67244315,0.56289476,-0.5882962,1.0192094,-0.6030388,-0.80296034,-0.763803,-0.49798006,1.6641443,1.8131177,-0.57328403,-0.580621,-0.3645919,-0.5133693,-0.4886482,0.8908776,2.962276,-0.623361,-0.78077316,-0.7018208,-0.6076721,1.9396342,0.82014126,-0.3949252,1.5658165,-0.81893384,-0.51725173,2.588415,1.2976274,-0.42165026,0.15882182,0.39693224,0.7895545,-0.7523954,-0.60825086,-0.52430356
MB-0653,-0.5585006,-0.7262726,3.1756241,-0.560222,-0.61149657,-0.49485293,0.5786925,3.9036999,-0.8287443,-0.6842122,-0.49756268,-0.51565665,-0.70214677,-0.4877696,-0.4292097,-0.8436509,-0.5882962,1.1176867,-0.6030388,3.9369779,-0.763803,-0.49798006,-0.49579972,-0.6533296,-0.57328403,3.1726706,0.39827567,-0.5133693,3.8725326,-0.642254,-0.51372105,-0.623361,2.747183,-0.7018208,-0.6076721,-0.606918,2.4336839,-0.3949252,2.6612191,-0.81893384,4.5257072,2.2847953,-0.6175285,-0.13567936,-0.30516937,2.4503298,1.4906237,-0.7523954,-0.60825086,1.2953291
MB-0455,1.1045101,-0.7262726,-0.5691869,0.11982441,-0.27954412,-0.49485293,0.22287548,-0.55815756,-0.8287443,-0.6842122,0.9869099,-0.51565665,-0.10549617,-0.4877696,-0.67244315,-0.03432566,0.80824506,0.4261787,-0.6030388,-0.80296034,-0.763803,-0.49798006,-0.49579972,-0.085074544,0.5237136,-0.580621,-0.3645919,0.5579865,-0.4886482,-0.34678712,0.19623238,-0.623361,-0.78077316,-0.22399265,1.5175823,-0.13652503,0.5437221,-0.3949252,0.9869417,-0.81893384,-0.4285295,0.057614923,-0.6175285,0.31295216,-0.30516937,0.8998507,0.8645747,-0.7523954,-0.60825086,-0.52430356
MB-0540,7.0768948,-0.7262726,-0.5691869,-0.560222,4.161165,-0.49485293,5.3416114,-0.55815756,-0.8287443,-0.6842122,5.4643764,-0.51565665,3.3995464,-0.4877696,-0.67244315,-0.8436509,-0.5882962,-0.41136187,-0.6030388,-0.80296034,-0.763803,-0.49798006,-0.49579972,-0.6533296,2.9810452,-0.580621,1.67063,-0.5133693,-0.4886482,-0.642254,-0.51372105,-0.623361,1.0169305,4.317464,6.08754,-0.606918,-0.608121,-0.28103226,-0.72142684,-0.81893384,0.51850116,-0.7769596,-0.6175285,3.1493008,0.073805034,2.4626546,-0.6377702,-0.7523954,-0.60825086,-0.52430356
MB-0384,-0.5585006,-0.40367612,-0.5691869,2.0565562,0.07362479,-0.35978442,-0.5703861,-0.55815756,-0.8287443,-0.56549835,-0.518791,-0.51565665,-0.70214677,-0.4877696,-0.67244315,1.344111,-0.14087772,-0.64361906,-0.6030388,-0.80296034,-0.763803,-0.49798006,0.09072143,0.14146668,-0.4554355,-0.580621,-0.3645919,0.118540525,-0.4886482,-0.09054661,2.0001738,-0.6113283,-0.78077316,-0.7018208,-0.6076721,0.8335649,-0.036869645,-0.31256142,0.36620414,-0.81893384,-0.51725173,1.3051183,1.3586793,-0.34944975,0.8426751,-0.3702526,0.09919077,-0.7523954,-0.60825086,-0.52430356
MB-0637,-0.5585006,-0.7262726,2.172381,-0.560222,-0.61149657,-0.49485293,-0.5703861,3.120212,-0.7051002,-0.6842122,-0.518791,-0.51565665,-0.27461424,-0.4877696,-0.67244315,-0.8436509,-0.5882962,0.2966295,-0.6030388,2.6880238,-0.763803,-0.49798006,-0.49579972,-0.6533296,-0.57328403,2.0878868,-0.19029737,-0.5133693,2.9769237,-0.642254,-0.51372105,-0.623361,0.893026,-0.7018208,-0.6076721,-0.606918,3.0487893,-0.3949252,2.021418,0.12282115,3.0159729,2.1043913,-0.6175285,0.111092925,-0.30516937,1.4470738,0.7690011,-0.7523954,-0.60825086,-0.48707873
MB-0157,3.7614367,-0.7262726,-0.5691869,-0.560222,0.561108,-0.49485293,2.164054,-0.55815756,0.4422816,-0.6842122,3.0612078,-0.20836288,2.5513005,-0.4877696,-0.67244315,-0.8436509,-0.30469203,-0.4667093,-0.6030388,-0.56452346,-0.763803,-0.49798006,-0.49579972,-0.34772277,2.0281982,-0.580621,-0.084398806,0.13583416,-0.4886482,-0.642254,-0.51372105,-0.623361,0.58272207,2.4616954,3.241693,-0.606918,-0.608121,-0.3949252,-0.72142684,-0.81893384,0.7774142,-0.7769596,-0.6175285,1.735496,-0.30516937,1.0569191,-0.6377702,-0.7523954,-0.51333404,-0.52430356
MB-0443,2.6208305,-0.7262726,-0.5691869,-0.560222,-0.02994746,-0.49485293,1.5639572,-0.55815756,0.04953426,-0.6842122,1.9767315,0.26642996,0.6809143,-0.4877696,-0.67244315,-0.8436509,1.1691324,0.3195598,-0.6030388,-0.6567072,0.021726608,-0.49798006,-0.49579972,-0.6533296,2.8340945,-0.580621,-0.3645919,0.05109787,-0.4886482,-0.642254,-0.51372105,-0.623361,0.8245717,2.335574,2.65596,-0.606918,-0.608121,-0.17148608,-0.72142684,-0.81893384,1.5188677,-0.43213108,-0.6175285,1.8433554,-0.30516937,1.1488597,-0.6377702,-0.7469004,-0.24921605,-0.52430356
MB-0584,-0.5585006,-0.7262726,-0.5691869,2.7138577,2.1785893,-0.49485293,0.34703177,-0.55815756,-0.8287443,0.7763684,-0.518791,-0.51565665,-0.70214677,-0.4877696,-0.67244315,0.78570193,-0.5882962,1.0710454,-0.6030388,-0.80296034,-0.763803,-0.49798006,1.7549942,1.9797704,-0.57328403,-0.580621,-0.26012298,-0.5133693,-0.4886482,0.73951066,3.72894,-0.623361,-0.78077316,-0.7018208,-0.6076721,2.2753358,0.9695714,-0.34434614,1.8156677,-0.81893384,-0.51725173,3.0745587,1.5439401,-0.4733415,0.4487392,0.44714952,0.19412094,-0.7523954,-0.60825086,-0.52430356
